ID,VALOR_CREDITO,SEXO,EDUCACAO,ESTADO_CIVIL,IDADE,FATURA_Semtembro,FATURA_Agosto,FATURA_Julho,FATURA_Junho,FATURA_Maio,FATURA_Abril,INADIMPLENTE
10192,240000,Feminino,Pós-Graduação,Casado(a),33,30973,32008,32889,33410,34327,34500,Não
10193,210000,Feminino,Superior,Casado(a),38,142,307,307,614,307,307,Não
10194,110000,Feminino,Superior,Casado(a),28,66831,62435,59977,59411,55112,45025,Não
10195,10000,Masculino,Ensino Médio,Casado(a),46,6277,7019,9557,9269,8836,8548,Sim
10196,180000,Feminino,Pós-Graduação,Solteiro(a),34,1599,0,0,0,0,0,Não
10197,50000,Feminino,Superior,Casado(a),41,29463,28715,28950,29684,29078,29944,Não
10198,180000,Masculino,Pós-Graduação,Solteiro(a),32,63461,54673,53358,41379,32620,19061,Não
10199,40000,Feminino,Superior,Solteiro(a),24,38221,34975,19606,21272,22923,24539,Sim
10200,50000,Masculino,Pós-Graduação,Solteiro(a),25,910,1597,997,-3,999,491,Não
10201,200000,Feminino,Pós-Graduação,Solteiro(a),29,390,390,192,-198,-588,691,Não
10202,120000,Feminino,Pós-Graduação,Solteiro(a),27,500,0,0,41150,0,125,Não
10203,90000,Masculino,Ensino Médio,Casado(a),62,98784,52485,46978,47512,48111,48761,Não
10204,130000,Masculino,Superior,Solteiro(a),32,65599,63875,57122,56003,57992,61049,Não
10205,120000,Feminino,Superior,Solteiro(a),48,72528,74047,75564,77242,81826,83630,Não
10206,350000,Feminino,Pós-Graduação,Casado(a),46,102060,86242,63012,47172,19482,125875,Não
10207,200000,Masculino,Pós-Graduação,Solteiro(a),28,778,504,3724,445,8963,482,Não
10208,80000,Masculino,Superior,Solteiro(a),26,76158,81858,80337,61002,58148,52515,Não
10209,50000,Feminino,Pós-Graduação,,45,4736,0,0,0,4881,4634,Não
10210,20000,Feminino,Superior,Solteiro(a),46,15481,16537,15979,16410,17142,17705,Não
10211,90000,Feminino,Superior,Solteiro(a),31,23418,24443,26695,25967,26946,28346,Não
10212,160000,Feminino,Superior,Casado(a),34,5283,5920,6999,8109,8596,9455,Sim
10213,50000,Masculino,Ensino Médio,Casado(a),41,31303,35716,30087,29610,40736,25690,Não
10214,220000,Feminino,Pós-Graduação,Solteiro(a),30,29007,23428,339,207,207,12890,Não
10215,70000,Feminino,Pós-Graduação,Casado(a),29,68532,69475,69582,69589,68728,69304,Não
10216,30000,Masculino,Ensino Médio,Casado(a),52,31521,30749,29506,29106,29106,29700,Não
10217,80000,Feminino,Ensino Médio,Casado(a),46,58934,52253,34721,5544,9318,7298,Sim
10218,10000,Masculino,Superior,Solteiro(a),23,3072,2529,390,9478,8170,953,Não
10219,80000,Feminino,Superior,Casado(a),46,4742,3913,6383,5016,1760,2783,Não
10220,50000,Masculino,Ensino Médio,Solteiro(a),25,45943,45922,34514,23610,21760,6398,Não
10221,60000,Masculino,Pós-Graduação,Outros,47,49689,2497,59271,28101,29724,25664,Não
10222,50000,Masculino,Superior,Solteiro(a),41,40710,42736,43751,44619,45900,46845,Não
10223,80000,Feminino,Ensino Médio,Solteiro(a),26,78513,76475,80131,75920,75421,73991,Não
10224,120000,Masculino,Superior,Solteiro(a),32,113650,105592,105428,76543,144089,74115,Não
10225,80000,Feminino,Ensino Médio,Outros,60,30959,15774,9365,6515,6845,5789,Não
10226,110000,Masculino,Pós-Graduação,Solteiro(a),33,111249,111480,64237,57066,112716,57044,Não
10227,140000,Feminino,Ensino Médio,Casado(a),51,58213,60764,59949,40979,42339,43529,Não
10228,50000,Feminino,Superior,Solteiro(a),22,5139,4911,5924,6822,7411,9146,Não
10229,50000,Masculino,Ensino Médio,Casado(a),38,44837,45385,45763,27659,28236,28797,Não
10230,320000,Masculino,Pós-Graduação,Casado(a),42,19252,21351,20819,20993,19089,16062,Não
10231,140000,Masculino,Superior,Casado(a),38,131877,135309,131671,138771,141146,127184,Não
10232,180000,Feminino,Superior,Solteiro(a),35,827,669,785,1809,2067,0,Não
10233,50000,Masculino,Superior,Solteiro(a),25,21679,18566,19918,19584,18508,20047,Sim
10234,310000,Masculino,Superior,Casado(a),36,52191,36758,29180,22426,18592,14976,Não
10235,50000,Feminino,Pós-Graduação,Solteiro(a),23,1300,628,4050,3050,1243,865,Não
10236,160000,Masculino,Ensino Médio,Casado(a),62,37615,38707,40460,41149,-1,-1,Não
10237,220000,Feminino,Superior,Casado(a),33,9649,8300,1590,1341,8171,14253,Não
10238,140000,Masculino,Superior,Casado(a),41,57607,60676,64072,62444,67411,71144,Não
10239,50000,Masculino,Pós-Graduação,Casado(a),49,50430,46924,48351,28442,29481,30232,Não
10240,60000,Masculino,Superior,Solteiro(a),24,57480,60491,57187,57619,57033,58493,Não
10241,20000,Masculino,Ensino Médio,Solteiro(a),28,3515,4301,5075,4845,6753,9615,Sim
10242,100000,Feminino,Pós-Graduação,Casado(a),27,39056,43420,42417,40287,42938,42095,Não
10243,150000,Feminino,Ensino Médio,Casado(a),29,149278,142117,144947,140696,143607,136575,Não
10244,260000,Masculino,Superior,Solteiro(a),30,326,326,326,326,476,326,Não
10245,50000,Masculino,Ensino Médio,Casado(a),38,31304,33479,34617,35735,37154,38380,Não
10246,320000,Masculino,Pós-Graduação,Solteiro(a),29,838,4288,24495,29226,41415,20738,Não
10247,180000,Masculino,Superior,Casado(a),35,95757,76696,77720,79430,81098,82791,Não
10248,120000,Feminino,Superior,Casado(a),35,0,0,0,0,54683,2657,Sim
10249,500000,Feminino,Pós-Graduação,Casado(a),41,5094,5626,1715,-285,1715,1395,Não
10250,220000,Masculino,Pós-Graduação,Casado(a),32,8757,-2323,-3322,-3322,-3622,-2852,Não
10251,50000,Masculino,Superior,Solteiro(a),26,0,0,0,0,0,0,Não
10252,180000,Feminino,Ensino Médio,Casado(a),56,440,440,440,440,440,440,Sim
10253,230000,Feminino,Superior,Solteiro(a),33,-133,611,19640,13242,1782,3106,Não
10254,220000,Feminino,Pós-Graduação,Solteiro(a),36,4952,1734,819,3750,657,0,Não
10255,160000,Masculino,Superior,Casado(a),41,2524,0,0,0,0,0,Sim
10256,50000,Masculino,Pós-Graduação,Solteiro(a),23,17528,17921,0,940,0,0,Não
10257,100000,Masculino,Superior,Casado(a),41,100284,90952,92840,99296,101872,99555,Não
10258,360000,Masculino,Pós-Graduação,Casado(a),32,2708,5562,3906,8413,3079,4075,Não
10259,160000,Feminino,Superior,Casado(a),38,6000,6000,6228,6000,6000,6000,Não
10260,100000,Feminino,Pós-Graduação,Solteiro(a),25,9424,1259,586,3195,3732,42605,Não
10261,170000,Feminino,Pós-Graduação,Solteiro(a),24,171465,145196,110163,112157,106497,108832,Não
10262,80000,Feminino,Superior,Solteiro(a),26,11284,10110,10859,59187,111059,56320,Não
10263,50000,Masculino,Superior,Casado(a),44,38736,28402,28813,29550,29106,29718,Não
10264,500000,Feminino,Superior,Casado(a),32,0,0,293,0,0,259,Não
10265,20000,Masculino,Pós-Graduação,Outros,47,16888,17928,20312,19696,19648,20154,Não
10266,30000,Feminino,Superior,Solteiro(a),26,14923,16277,17003,17420,17790,18993,Não
10267,60000,Feminino,Pós-Graduação,Solteiro(a),30,0,0,0,0,0,0,Não
10268,360000,Masculino,Pós-Graduação,Casado(a),44,18295,3199,6131,7662,19423,28351,Não
10269,240000,Masculino,Pós-Graduação,Casado(a),50,52771,54522,55634,56628,58228,59985,Não
10270,50000,Feminino,Ensino Médio,Casado(a),36,49212,49243,5112,48455,48456,47234,Não
10271,50000,Masculino,Superior,Solteiro(a),46,49423,48332,46043,18759,19161,19516,Não
10272,60000,Feminino,Ensino Médio,Casado(a),29,59190,56704,48980,34416,28818,28546,Não
10273,210000,Feminino,Pós-Graduação,Solteiro(a),25,0,0,0,0,0,0,Não
10274,330000,Masculino,Superior,Casado(a),42,870,0,870,0,435,435,Não
10275,90000,Feminino,Pós-Graduação,Solteiro(a),25,3407,10839,4788,7370,1051,14014,Não
10276,380000,Feminino,Pós-Graduação,Solteiro(a),27,44986,109142,43758,39106,37978,33428,Não
10277,500000,Feminino,Superior,Casado(a),34,60278,56247,46940,45607,41412,31200,Não
10278,30000,Feminino,Ensino Médio,Casado(a),35,23697,20523,20762,22535,22622,11400,Não
10279,50000,Masculino,Superior,Solteiro(a),33,29616,34040,30385,18399,19037,17945,Sim
10280,360000,Feminino,Pós-Graduação,Casado(a),33,364367,365353,346416,261694,230654,201528,Não
10281,310000,Feminino,Pós-Graduação,Solteiro(a),28,3473,35890,29935,20339,12924,839,Não
10282,60000,Feminino,Superior,Solteiro(a),26,58603,58918,55709,54173,54065,57499,Não
10283,120000,Feminino,Ensino Médio,Casado(a),47,118148,118593,101152,80503,75407,77157,Não
10284,140000,Feminino,Pós-Graduação,Casado(a),33,27234,20191,26276,26847,21713,22143,Não
10285,220000,Feminino,Pós-Graduação,Casado(a),41,219198,114930,100749,74457,68604,53333,Não
10286,400000,Masculino,Pós-Graduação,Solteiro(a),29,31348,27887,38915,29926,24383,45588,Não
10287,50000,Feminino,Superior,Casado(a),56,48836,48049,47060,19171,18624,18923,Não
10288,80000,Masculino,Superior,Solteiro(a),35,0,0,0,19980,173,0,Sim
10289,150000,Feminino,Ensino Médio,Casado(a),33,21112,13155,14534,3334,318,1963,Não
10290,50000,Masculino,Pós-Graduação,Solteiro(a),26,28408,29117,28764,28390,29443,29041,Não
10291,50000,Feminino,Superior,Casado(a),50,50224,47178,48400,29781,30082,26609,Não
10292,210000,Masculino,Superior,Solteiro(a),25,96518,35523,34809,25199,25395,25692,Não
10293,90000,Masculino,Pós-Graduação,Solteiro(a),30,41789,42913,44388,45348,48454,47524,Não
10294,320000,Masculino,Pós-Graduação,Solteiro(a),31,1391,48556,49210,50052,53325,53765,Não
10295,180000,Feminino,Ensino Médio,Solteiro(a),29,0,0,0,0,0,0,Não
10296,310000,Masculino,Superior,Solteiro(a),24,165477,167227,103601,102895,101017,95530,Não
10297,50000,Feminino,Superior,Solteiro(a),23,48529,44669,45684,46592,47568,48907,Não
10298,120000,Masculino,Pós-Graduação,Solteiro(a),41,113796,116467,116060,115711,121575,120940,Não
10299,150000,Feminino,Superior,Solteiro(a),36,1374,-4,-4,6340,4998,5710,Não
10300,20000,Masculino,Superior,Casado(a),47,8424,4310,16990,3820,4350,3180,Não
10301,180000,Feminino,Ensino Médio,Casado(a),43,130500,47346,48176,49140,48129,45759,Não
10302,120000,Feminino,Superior,Casado(a),39,114644,117110,117050,117486,117720,118773,Não
10303,100000,Masculino,Pós-Graduação,Solteiro(a),27,0,429,858,429,429,429,Não
10304,210000,Feminino,Pós-Graduação,Casado(a),51,1900,0,0,0,0,0,Não
10305,100000,Feminino,Superior,Solteiro(a),23,85435,85957,86295,86945,94526,91630,Não
10306,120000,Feminino,Superior,Casado(a),41,7877,11532,13695,2050,804,0,Não
10307,190000,Feminino,Ensino Médio,Casado(a),54,88,-468,-1024,-1397,-1953,-825,Não
10308,80000,Masculino,Outros,Solteiro(a),30,59292,13943,0,0,0,0,Não
10309,70000,Masculino,Superior,Casado(a),34,59841,60021,58476,20717,11473,22021,Não
10310,60000,Masculino,Superior,Solteiro(a),42,60560,56471,36057,35077,69251,71478,Sim
10311,50000,Feminino,Pós-Graduação,Solteiro(a),25,8107,4895,12128,12128,6000,0,Não
10312,110000,Feminino,Superior,Casado(a),45,108214,107512,82828,47978,47276,48109,Não
10313,200000,Feminino,Pós-Graduação,Solteiro(a),47,8172,20004,7737,8586,4291,52605,Não
10314,210000,Feminino,Pós-Graduação,Solteiro(a),33,0,0,0,25478,9485,0,Não
10315,30000,Masculino,Ensino Médio,Casado(a),50,22320,21674,22995,24310,23781,25383,Sim
10316,160000,Feminino,Pós-Graduação,Solteiro(a),32,1179,4042,270,52,0,394,Sim
10317,20000,Feminino,Ensino Médio,Solteiro(a),23,13884,16344,15784,17517,17097,18654,Sim
10318,70000,Masculino,Superior,Solteiro(a),42,66681,68768,69699,69484,71067,67568,Não
10319,260000,Feminino,Ensino Médio,Casado(a),51,1821,7091,1546,37708,4080,11036,Não
10320,260000,Feminino,Superior,Solteiro(a),51,200964,205714,208756,168828,155644,159135,Não
10321,50000,Feminino,Ensino Médio,Solteiro(a),54,42659,35552,31512,25361,26946,28492,Não
10322,170000,Feminino,Superior,Solteiro(a),26,16237,15692,17120,17836,18396,18935,Não
10323,20000,Masculino,Superior,Solteiro(a),25,15863,14498,15064,13605,11844,10152,Não
10324,40000,Feminino,Pós-Graduação,Solteiro(a),24,9958,12140,11653,11762,12418,13108,Não
10325,220000,Masculino,Ensino Médio,Casado(a),39,192815,208365,88004,31237,15980,529,Não
10326,30000,Feminino,Superior,Casado(a),23,29336,30047,29904,32025,32479,30894,Sim
10327,20000,Masculino,Superior,Solteiro(a),22,17676,18833,19002,18982,13762,0,Sim
10328,120000,Feminino,Pós-Graduação,Solteiro(a),34,67253,31954,16991,18730,21076,24134,Não
10329,110000,Feminino,Pós-Graduação,Solteiro(a),32,30852,31957,37051,36303,42800,38381,Não
10330,170000,Feminino,Superior,Casado(a),23,160189,150377,138779,129548,121625,108462,Não
10331,90000,Feminino,Pós-Graduação,Solteiro(a),32,32226,33255,32426,32763,33602,34193,Sim
10332,140000,Masculino,Pós-Graduação,Solteiro(a),35,2000,0,0,0,0,0,Não
10333,200000,Masculino,Superior,Casado(a),41,23025,22369,23344,23627,3977,1100,Sim
10334,50000,Masculino,Superior,Solteiro(a),27,46301,47731,46649,48020,49439,45771,Não
10335,70000,Feminino,Superior,Solteiro(a),23,0,3999,44446,21436,19987,19939,Não
10336,50000,Feminino,Superior,Casado(a),45,49073,12630,9215,9215,8011,5615,Não
10337,20000,Masculino,Superior,Solteiro(a),57,20104,19887,19486,19501,19274,19703,Não
10338,20000,Feminino,Superior,Casado(a),47,17772,18487,17892,19294,19840,19376,Sim
10339,200000,Masculino,Pós-Graduação,Solteiro(a),32,18726,18141,20838,20217,22896,22400,Sim
10340,460000,Masculino,Pós-Graduação,Solteiro(a),28,17919,13041,9681,3284,732,2732,Não
10341,140000,Feminino,Pós-Graduação,Solteiro(a),28,0,0,0,0,50000,0,Não
10342,240000,Masculino,Pós-Graduação,Outros,65,4110,5000,0,1000,0,167747,Não
10343,70000,Feminino,Superior,Casado(a),53,24645,0,14000,0,0,0,Não
10344,410000,Feminino,Pós-Graduação,Casado(a),53,4213,187,7884,1842,1129,7592,Não
10345,90000,Masculino,Superior,Solteiro(a),28,91431,88920,88344,50209,48262,49316,Não
10346,260000,Masculino,Superior,Casado(a),35,228,340,352,364,376,388,Não
10347,260000,Masculino,Ensino Médio,Casado(a),53,3304,7378,3641,4726,2966,5946,Não
10348,200000,Masculino,Ensino Médio,Casado(a),36,1762,881,24842,28367,28721,20139,Sim
10349,500000,Masculino,Pós-Graduação,Solteiro(a),35,4814,12939,19502,128406,-200,-200,Não
10350,20000,Masculino,Pós-Graduação,Casado(a),35,5745,6023,7053,5909,3287,3604,Sim
10351,20000,Masculino,Superior,Solteiro(a),40,17068,18283,19424,19208,19600,20000,Sim
10352,20000,Feminino,Superior,Solteiro(a),24,19096,20087,16752,15017,13754,4699,Não
10353,360000,Masculino,Ensino Médio,Casado(a),58,1351,554,1090,780,390,388,Não
10354,20000,Masculino,Superior,Solteiro(a),43,9286,10176,12298,11809,12333,11986,Sim
10355,30000,Masculino,Superior,Solteiro(a),25,18585,19301,19702,19102,19508,19899,Sim
10356,180000,Masculino,Pós-Graduação,Casado(a),44,18896,20166,16995,15324,6758,5730,Não
10357,30000,Masculino,Ensino Médio,Casado(a),48,20817,23860,24372,25776,25088,24537,Não
10358,190000,Feminino,,Casado(a),48,146034,142003,135885,102718,68604,45976,Não
10359,220000,Feminino,Pós-Graduação,Solteiro(a),35,11636,11004,8392,10887,16542,10164,Não
10360,40000,Masculino,Pós-Graduação,Casado(a),37,12745,6889,8530,4610,-220,1060,Não
10361,100000,Masculino,Pós-Graduação,Casado(a),30,85806,85195,85464,86921,88524,91241,Sim
10362,30000,Feminino,Pós-Graduação,Solteiro(a),41,22346,26357,29043,29419,29848,29306,Não
10363,60000,Feminino,Ensino Médio,Solteiro(a),40,35602,35911,36246,29831,29667,30062,Não
10364,80000,Feminino,Superior,Solteiro(a),28,44739,46708,49611,50496,51543,50563,Não
10365,180000,Feminino,Superior,Casado(a),41,106944,78405,47542,44952,24904,26825,Não
10366,90000,Feminino,Superior,Solteiro(a),32,-295,-295,-295,-295,-295,9727,Não
10367,230000,Feminino,Pós-Graduação,Solteiro(a),32,0,351,0,0,0,0,Não
10368,90000,Feminino,Superior,Solteiro(a),26,83900,84236,79623,70039,70962,71013,Sim
10369,290000,Feminino,Superior,Casado(a),39,316,316,316,316,316,297,Não
10370,100000,Feminino,Superior,Casado(a),58,87851,85594,87095,88357,77155,80108,Sim
10371,360000,Feminino,Pós-Graduação,Casado(a),37,4644,1417,3588,2589,1549,1278,Não
10372,100000,Masculino,Superior,Solteiro(a),28,61396,60621,58855,48570,47651,38481,Não
10373,200000,Feminino,Pós-Graduação,Solteiro(a),33,846,4292,0,0,0,0,Não
10374,70000,Feminino,Pós-Graduação,Solteiro(a),30,19492,20054,14016,14782,15249,15595,Não
10375,200000,Feminino,Superior,Solteiro(a),26,0,0,0,0,0,0,Não
10376,70000,Feminino,Pós-Graduação,Solteiro(a),24,68689,68161,69534,67399,66963,66797,Não
10377,460000,Feminino,Superior,Solteiro(a),33,877,0,3352,0,0,44849,Não
10378,80000,Feminino,Superior,Casado(a),47,7345,4596,0,0,0,0,Não
10379,90000,Feminino,Superior,Casado(a),49,316,714,1443,13982,4105,1594,Não
10380,310000,Feminino,Pós-Graduação,Solteiro(a),29,760,3674,368,-2444,-2444,151306,Não
10381,310000,Feminino,Pós-Graduação,Casado(a),38,0,0,0,0,0,69,Sim
10382,50000,Feminino,Superior,Solteiro(a),29,48517,49391,27780,28585,28130,29005,Não
10383,220000,Feminino,Pós-Graduação,Solteiro(a),30,15069,0,14129,28246,9995,198,Não
10384,70000,Feminino,Pós-Graduação,Solteiro(a),25,31680,28410,24046,19194,16621,10797,Não
10385,60000,Masculino,Pós-Graduação,Casado(a),34,37749,38785,39803,40837,41783,42689,Não
10386,450000,Masculino,Pós-Graduação,Casado(a),54,727,0,419,0,0,0,Não
10387,20000,Feminino,Pós-Graduação,Solteiro(a),29,342,792,677,-1,213,856,Não
10388,420000,Feminino,Pós-Graduação,Solteiro(a),33,6135,-2314,-3859,172,3859,8274,Sim
10389,10000,Masculino,Superior,Solteiro(a),22,6579,7599,8608,8780,9114,9234,Sim
10390,20000,Feminino,Superior,Casado(a),25,1650,1650,1650,1650,1650,1650,Sim
10391,200000,Feminino,Superior,Solteiro(a),49,91140,93011,90634,95464,99894,98171,Sim
10392,80000,Feminino,Superior,Casado(a),25,78639,80188,80711,59119,62019,60955,Não
10393,80000,Masculino,Ensino Médio,Solteiro(a),30,78010,5976,5812,4788,3758,3812,Sim
10394,60000,Masculino,Pós-Graduação,Solteiro(a),23,59318,54553,51323,38031,38825,39255,Não
10395,230000,Masculino,Pós-Graduação,Solteiro(a),28,326,326,326,326,1176,326,Não
10396,100000,Masculino,Pós-Graduação,Solteiro(a),30,94432,92080,93046,94898,97763,99102,Não
10397,200000,Masculino,Pós-Graduação,Solteiro(a),29,0,0,0,0,0,0,Sim
10398,110000,Masculino,Pós-Graduação,Solteiro(a),26,57861,47409,47743,45654,26525,22937,Não
10399,50000,Masculino,Superior,Solteiro(a),22,47478,43300,0,0,0,0,Não
10400,260000,Masculino,Pós-Graduação,Casado(a),53,0,990,0,1930,4304,150,Sim
10401,220000,Feminino,Pós-Graduação,Solteiro(a),32,205310,203343,209214,210965,214989,203159,Não
10402,200000,Masculino,Pós-Graduação,Casado(a),32,1727,1796,-4,-4,1565,1686,Não
10403,10000,Feminino,Superior,Casado(a),26,5015,4789,6199,5951,6255,6401,Sim
10404,180000,Masculino,Superior,Casado(a),34,37671,39009,40213,41702,43687,44982,Não
10405,210000,Feminino,Superior,Solteiro(a),30,45998,47107,50999,51884,50926,54404,Não
10406,310000,Masculino,Pós-Graduação,Solteiro(a),29,45153,36123,26113,22661,20351,16639,Sim
10407,360000,Masculino,Pós-Graduação,Solteiro(a),29,12018,31282,28823,51120,2222,-34,Não
10408,200000,Masculino,Pós-Graduação,Casado(a),51,102847,52556,34369,14240,23762,18198,Não
10409,180000,Masculino,Superior,Casado(a),39,180645,184303,179230,181763,180019,171711,Sim
10410,140000,Masculino,Superior,Solteiro(a),27,34229,35262,38079,37167,41146,40332,Não
10411,50000,Feminino,Pós-Graduação,Solteiro(a),32,20091,20175,22718,22057,23044,24990,Sim
10412,60000,Masculino,Ensino Médio,Casado(a),33,59615,59570,60851,56113,30326,30038,Não
10413,90000,Feminino,Superior,Casado(a),27,0,0,0,0,0,0,Não
10414,100000,Masculino,Superior,Solteiro(a),40,86208,173340,36562,37298,39687,40044,Não
10415,20000,Masculino,Ensino Médio,Solteiro(a),24,-1400,-1400,-1400,-1000,-1000,0,Não
10416,110000,Masculino,Pós-Graduação,Solteiro(a),29,18166,18364,19742,23886,29949,34969,Não
10417,70000,Feminino,Pós-Graduação,Solteiro(a),25,24526,25532,25971,14859,14930,15091,Não
10418,170000,Feminino,Superior,Casado(a),33,4018,6302,6844,1467,4797,2659,Não
10419,500000,Masculino,Pós-Graduação,Casado(a),64,0,0,0,0,0,0,Sim
10420,30000,Masculino,Superior,Casado(a),38,9303,9009,13861,13344,13972,18735,Não
10421,50000,Feminino,Superior,Solteiro(a),23,33109,32856,27438,4786,768,-579,Não
10422,10000,Feminino,Superior,Solteiro(a),22,9721,11756,10844,10468,10101,9911,Não
10423,200000,Feminino,Pós-Graduação,Solteiro(a),35,13766,39072,44758,45571,40592,7145,Não
10424,390000,Feminino,Pós-Graduação,Solteiro(a),29,196172,196262,157388,123706,115813,112143,Não
10425,140000,Feminino,Superior,Solteiro(a),32,76187,84734,91142,88800,90750,88591,Sim
10426,220000,Feminino,Ensino Médio,Casado(a),50,612,10612,2225,4782,416,12287,Não
10427,500000,Feminino,Pós-Graduação,Casado(a),40,2121,0,0,0,0,522,Não
10428,100000,Feminino,Superior,Casado(a),49,1261,1261,1261,390,390,390,Não
10429,400000,Feminino,Ensino Médio,Casado(a),30,121219,113770,355718,298654,263190,202907,Não
10430,80000,Masculino,Pós-Graduação,Solteiro(a),26,76436,75437,58309,59217,59955,57100,Não
10431,30000,Masculino,Superior,Solteiro(a),39,28138,28401,28949,28218,27262,27434,Não
10432,240000,Masculino,Pós-Graduação,Casado(a),35,160161,159484,162231,163255,165436,168178,Sim
10433,500000,Masculino,Pós-Graduação,Solteiro(a),49,478030,419644,309019,292878,152025,110034,Sim
10434,50000,Masculino,Superior,Casado(a),36,42150,44148,45333,27095,28508,28814,Não
10435,180000,Masculino,Superior,Casado(a),34,1341,4185,291,570,2260,1583,Não
10436,100000,Feminino,Superior,Casado(a),33,70096,71667,73043,73928,80682,77485,Não
10437,180000,Feminino,Superior,Solteiro(a),29,85465,95546,93000,93526,66726,42668,Não
10438,50000,Masculino,Ensino Médio,Solteiro(a),40,52828,93362,46645,19114,19341,20047,Não
10439,360000,Masculino,Pós-Graduação,Solteiro(a),29,51400,0,0,0,0,0,Não
10440,330000,Feminino,Superior,Casado(a),27,0,0,0,0,0,0,Sim
10441,200000,Masculino,Pós-Graduação,Casado(a),38,3048,0,100000,0,0,0,Não
10442,40000,Masculino,Superior,Solteiro(a),22,900,2833,9495,6965,2759,0,Não
10443,260000,Masculino,Pós-Graduação,Solteiro(a),37,36664,22228,39330,39880,78787,52790,Não
10444,320000,Masculino,Pós-Graduação,Casado(a),40,10853,33968,86024,232017,15622,7463,Não
10445,10000,Feminino,Superior,Casado(a),22,390,390,9159,9363,8160,7552,Não
10446,230000,Feminino,Superior,Casado(a),30,218495,223270,227807,218047,223370,206937,Não
10447,10000,Feminino,Superior,Solteiro(a),24,5666,576,1709,1470,2010,780,Sim
10448,30000,Masculino,Pós-Graduação,Solteiro(a),25,581,1312,731,7300,6071,7849,Sim
10449,90000,Masculino,Superior,Casado(a),41,45431,46338,45129,45640,46175,46716,Não
10450,300000,Feminino,Ensino Médio,Casado(a),41,390,390,780,390,390,5144,Não
10451,230000,Feminino,Superior,Solteiro(a),31,17587,19297,19580,8247,-6666,13334,Não
10452,150000,Masculino,Superior,Solteiro(a),27,9489,11757,12438,14240,15288,-1000,Não
10453,60000,Masculino,Superior,Casado(a),52,56893,58170,56539,29425,28013,29075,Não
10454,50000,Masculino,Superior,Solteiro(a),25,41739,20650,0,0,0,0,Não
10455,140000,Masculino,Superior,Solteiro(a),31,64300,62758,77133,71397,71546,83412,Não
10456,90000,Feminino,Ensino Médio,Casado(a),25,80603,73487,70581,67336,67069,67890,Não
10457,80000,Feminino,Ensino Médio,Casado(a),50,67328,69356,73445,74645,73330,78032,Sim
10458,260000,Feminino,Superior,Casado(a),38,892,2955,10319,4078,749,1040,Não
10459,60000,Feminino,Ensino Médio,Casado(a),53,747,498,249,0,58628,59550,Não
10460,50000,Masculino,Superior,Casado(a),48,44489,45470,46424,45377,48441,47511,Sim
10461,150000,Masculino,Pós-Graduação,Solteiro(a),34,40749,39815,46887,45832,52968,60034,Não
10462,220000,Feminino,Pós-Graduação,Casado(a),36,307,191,-125,-441,10243,9927,Não
10463,330000,Feminino,Pós-Graduação,Casado(a),36,95255,101046,100349,100218,100334,98097,Não
10464,300000,Feminino,Superior,Solteiro(a),37,67943,69969,71387,72340,73853,75316,Não
10465,70000,Feminino,Superior,Casado(a),29,71232,71262,71509,70695,71189,70554,Não
10466,300000,Feminino,Pós-Graduação,Solteiro(a),29,-1282,-1282,132218,133533,136877,139940,Não
10467,70000,Feminino,Superior,Casado(a),43,31652,35809,34934,35652,38079,37314,Não
10468,110000,Masculino,Superior,Solteiro(a),24,101402,104878,105325,102220,107970,103301,Não
10469,240000,Feminino,Superior,Solteiro(a),28,121109,124460,126384,126917,90822,83742,Não
10470,80000,Feminino,Ensino Médio,Solteiro(a),54,60980,1541,4822,4918,5188,5797,Não
10471,50000,Masculino,Ensino Médio,Solteiro(a),26,0,0,0,0,0,0,Não
10472,420000,Feminino,Pós-Graduação,Casado(a),32,45465,46232,31233,22768,22588,22172,Não
10473,220000,Feminino,Superior,Casado(a),41,27094,27819,30363,29579,48933,97187,Não
10474,150000,Feminino,Pós-Graduação,Solteiro(a),31,90121,51385,26352,27607,29457,40706,Não
10475,60000,Feminino,Pós-Graduação,Solteiro(a),31,9815,11093,699,699,0,1000,Não
10476,260000,Feminino,Superior,Casado(a),46,0,135,0,0,109,945,Não
10477,180000,Feminino,Pós-Graduação,Solteiro(a),34,0,0,0,4279,488,659,Sim
10478,130000,Feminino,Superior,Solteiro(a),25,39728,38815,39828,40468,41315,42133,Não
10479,220000,Feminino,Superior,Casado(a),45,204052,207977,214117,216712,194521,198246,Não
10480,200000,Masculino,,Solteiro(a),40,58118,205712,194265,139360,82750,0,Não
10481,130000,Masculino,Pós-Graduação,Solteiro(a),27,326,326,326,2400,1075,1650,Sim
10482,420000,Feminino,Pós-Graduação,Solteiro(a),41,22186,15258,13513,80831,39333,26831,Não
10483,30000,Feminino,Pós-Graduação,Casado(a),23,26669,28080,28836,28812,29400,30000,Sim
10484,110000,Masculino,Ensino Médio,Casado(a),43,390,5050,63032,33228,31073,25035,Não
10485,150000,Feminino,Superior,Solteiro(a),25,0,0,0,0,0,0,Sim
10486,50000,Feminino,Superior,Casado(a),38,0,0,0,0,0,0,Não
10487,200000,Feminino,Pós-Graduação,Casado(a),41,0,0,0,0,0,0,Não
10488,170000,Feminino,Pós-Graduação,Casado(a),33,170440,170060,115372,211577,120407,122952,Sim
